tahun,provinsi,kab_kota,sisa_makanan,kayu_ranting,kertas_karton,plastik,logam,kain,karet_kulit,kaca,jenis_lainnya,sampah_harian,sampah_tahunan,anorganik,organik
2022,Jawa Timur,Kab. Magetan,35.0,25.0,8.0,15.0,1.0,1.0,2.0,3.0,10.0,27575.0,10064787.0,30.0,60.0
2022,Jawa Timur,Kab. Ngawi,38.3,3.8,10.4,30.6,2.4,2.3,3.7,3.5,5.0,35807.0,13069623.0,52.9,42.099999999999994
2022,Jawa Timur,Kab. Bojonegoro,45.0,34.0,3.0,7.0,1.0,0.5,0.5,1.0,8.0,37609.0,13727136.0,13.0,79.0
2022,Jawa Timur,Kab. Tuban,58.52,15.32,5.78,11.02,0.17,1.62,0.1,1.33,6.14,50531.0,18443937.0,20.020000000000003,73.84
2022,Jawa Timur,Kab. Gresik,55.29,10.29,4.47,11.58,0.47,4.84,2.02,1.37,9.67,39133.0,14283543.0,24.75,65.58
2022,Jawa Timur,Kab. Sampang,45.0,11.0,10.0,15.0,1.0,2.0,1.0,1.0,14.0,46441.0,16951129.0,30.0,56.0
2022,Jawa Timur,Kab. Pamekasan,55.0,4.0,7.0,13.0,3.0,5.0,2.0,2.0,9.0,27710.0,10114055.0,32.0,59.0
2022,Jawa Timur,Kab. Sumenep,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,36219.0,13219786.0,39.34,54.71
2022,Jawa Timur,Kota Kediri,56.4,8.2,12.8,12.0,4.5,2.4,1.4,0.9,1.4,17859.0,6518370.0,34.0,64.6
2022,Jawa Timur,Kota Blitar,53.0,13.6,5.2,9.1,0.8,2.9,3.0,3.4,9.0,7598.0,2773270.0,24.4,66.6
2022,Jawa Timur,Kota Malang,54.39,13.6,4.47,13.66,0.98,0.52,0.21,1.78,10.39,76479.0,27914837.0,21.62,67.99
2022,Jawa Timur,Kota Probolinggo,61.55,4.06,9.12,19.29,0.74,0.93,1.43,0.86,2.02,9716.0,3546515.0,32.37,65.61
2022,Jawa Timur,Kota Pasuruan,5.61,16.82,31.06,34.59,4.52,0.38,0.44,4.53,2.05,14602.0,5329725.0,75.52,22.43
2022,Jawa Timur,Kota Mojokerto,73.1,0.02,9.51,13.45,0.32,0.9,0.11,0.49,2.1,6691.0,2442033.0,24.779999999999998,73.11999999999999
2022,Jawa Timur,Kota Madiun,81.0,1.5,7.9,4.0,2.5,0.9,0.9,0.8,0.5,12115.0,4421980.0,17.0,82.5
2022,Jawa Timur,Kota Surabaya,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,178368.0,65104342.0,39.34,54.71
2022,Jawa Timur,Kota Batu,4.0,2.0,6.0,4.0,1.0,2.58,1.95,1.0,7.12,13523.0,4935946.0,16.53,6.0
